
ladder 1
accountId,bias,multiplier,points,power,rank,username,timesAsshole,grapes,vinegar,autoPromote,growing,you
46459,0,2,6142076954185,28361323,37,Mystery Guest #46459,0,534,229165082,false,true,false
46460,0,2,6137480624054,28513418,38,Mystery Guest #46460,0,836,341982114,false,true,false
46458,0,2,6126961832632,28786935,39,Mystery Guest #46458,0,836,366822963,false,true,false
46508,0,1,5792478785332,28164083,40,Mystery Guest #46508,0,2934,1050382443,false,true,false
46509,0,1,5789643192756,28098364,41,Mystery Guest #46509,0,3504,1250703130,false,true,false
46507,0,1,5772475937202,27768560,42,Mystery Guest #46507,0,3195,1153058412,false,true,false
46513,0,1,5769139073690,29340296,43,Mystery Guest #46513,0,3450,1206740518,false,true,false
46516,0,1,5766076744707,30324218,44,Mystery Guest #46516,0,3420,1170871843,false,true,false
46515,0,1,5759273340700,30151295,45,Mystery Guest #46515,0,3279,1128308620,false,true,false
46505,0,1,5758981318567,27180334,46,Mystery Guest #46505,0,3558,1298995320,false,true,false
46514,0,1,5752007382661,30011241,47,Mystery Guest #46514,0,3438,1188995891,false,true,false
42870,0,1,5729438676739,26132747,48,Mystery Guest #42870,0,3591,1338355702,false,true,false
45407,0,1,5688323522916,31419569,49,Mystery Guest #45407,0,777,260634176,false,true,false
46517,0,1,5688018396187,31443609,50,Mystery Guest #46517,0,3399,1138050407,false,true,false
46503,0,1,5625204505769,24866719,51,Mystery Guest #46503,0,3603,1378154904,false,true,false
46477,17,1,5623461105855,25087247,52,Mystery Guest #46477,0,564,247277255,false,true,false
46518,0,1,5612520099536,32221749,53,Mystery Guest #46518,0,3096,1018085257,false,true,false
46552,6,16,5610315639200,147211695,54,Mystery Guest #46552,0,1388,97485955,true,true,false
46502,0,1,5585157350614,25288738,55,Mystery Guest #46502,0,3612,1396210215,false,true,false
46498,0,1,5584278885826,25102975,56,Mystery Guest #46498,0,2682,1045485218,false,true,false
46496,0,1,5583946317656,25079812,57,Mystery Guest #46496,0,87,33909706,false,true,false
46497,0,1,5583939629650,25081549,58,Mystery Guest #46497,0,858,334839612,false,true,false
43830,0,1,5582486489894,25050257,59,Mystery Guest #43830,0,1115,433327545,true,true,false
46499,0,1,5581418866138,24974778,60,Mystery Guest #46499,0,1380,536947205,false,true,false
46501,0,1,5581302194806,25019486,61,Mystery Guest #46501,0,3558,1379694343,false,true,false
46494,0,1,5561068193932,25413801,62,Mystery Guest #46494,0,2982,1177340685,false,true,false
46500,0,11,5560528660784,38193421,63,Mystery Guest #46500,0,271,51040045,true,false,false
46519,0,1,5543641965544,32721979,64,Mystery Guest #46519,0,2700,875924942,false,true,false
46474,0,1,5523760155262,27075427,65,Mystery Guest #46474,0,3657,1640883614,false,true,false
46473,0,1,5523527174858,27133234,66,Mystery Guest #46473,0,1677,755014887,false,true,false
38703,0,17,5514203951178,148278850,67,A,0,3138,215411013,false,true,false
46472,0,1,5510700938337,26636239,68,Mystery Guest #46472,0,1992,903962581,false,true,false
46467,0,1,5499958013834,27111203,69,Mystery Guest #46467,0,519,248645529,false,true,false
43732,0,1,5492107220049,28153065,70,Nope,0,1281,563141744,false,true,false
46463,0,1,5491346879528,26856968,71,Mystery Guest #46463,0,540,263783888,false,true,false
46462,0,1,5491078299378,26856502,72,Mystery Guest #46462,0,510,249703231,false,true,false
23085,0,1,5490900268817,26865831,73,Kuyiyterea,0,384,187968838,false,true,false
37295,0,1,5490878951760,26859214,74,Two,0,945,456194554,false,true,false
46480,1,1,5490846927945,28178626,75,Mystery Guest #46480,0,1632,712930195,false,true,false
1612,0,1,5490513874993,26854771,76,Mario the Wall,0,306,149803296,false,true,false
46464,0,1,5489140836014,27022220,77,Mystery Guest #46464,0,453,220103553,false,true,false
46478,0,1,5488851017551,28201719,78,Mystery Guest #46478,0,1617,708295449,false,true,false
46479,0,1,5488039023218,28205471,79,Mystery Guest #46479,0,1326,580106918,false,true,false
46455,0,1,5486118907705,26978335,80,Mystery Guest #46455,0,138,66432457,false,true,false
38189,0,1,5486088622089,26996217,81,Darrow,0,12,5968500,false,true,false
46449,0,1,5486088596423,26996241,82,Mystery Guest #46449,0,9,4476446,false,true,false
46452,0,1,5486088392065,26998139,83,Mystery Guest #46452,0,15,7457426,false,true,false
44134,0,1,5486088052267,27005106,84,!ChadPlays! (1),0,0,0,false,true,false
46448,0,1,5486086802853,26996850,85,Mystery Guest #46448,0,6,2984366,false,true,false
46451,0,1,5486083686519,27006776,86,Mystery Guest #46451,0,3,1491699,false,true,false
46475,0,1,5485876723515,28300760,87,Mystery Guest #46475,0,3771,1665474602,false,true,false
46456,0,1,5485750962648,26986947,88,Mystery Guest #46456,0,39,19324406,false,true,false
46470,0,1,5477810789813,26416605,89,Mystery Guest #46470,0,771,358700076,false,true,false
41882,0,1,5477663117499,26400718,90,\n Fake Taylor Swift Official,0,801,372908852,false,true,false
40031,0,1,5471747948154,27155866,91,\n\u0000 the grapekeeper,0,264,124709865,false,true,false
37169,0,1,5471717224908,27155564,92,\u0000 37169,1,1065,503718458,false,true,false
3695,0,1,5452548848551,25300626,93,Matty G,0,3108,1247752240,false,true,false
46546,5,8,5442750259052,100942660,94,Mystery Guest #46546,0,1119,112034064,true,true,false
46483,0,1,5433350853420,28076950,95,Mystery Guest #46483,0,2565,1102147137,false,true,false
46481,0,1,5433166739546,28048438,96,Mystery Guest #46481,0,945,406576894,false,true,false
46492,0,1,5413200025965,25807947,97,Mystery Guest #46492,0,2547,1035372614,false,true,false
46486,0,1,5409045215016,27354733,98,Mystery Guest #46486,0,3879,1631367167,false,true,false
46488,0,1,5398758612865,26788221,99,Mystery Guest #46488,0,42,17428601,false,true,false
44378,0,1,5398732157586,26793920,100,thirty three spears,0,576,239119995,false,true,false
46490,0,1,5390904094647,26384099,101,Mystery Guest #46490,0,3630,1494168026,false,true,false
46555,22,19,5296972708540,169461102,102,Mystery Guest #46555,0,2639,154513979,true,true,false
46535,3,3,5237589868893,59416550,103,Mystery Guest #46535,0,1891,312056985,true,true,false
46549,0,14,5201024175462,131068341,104,zapgunn,0,1689,124928211,true,true,false
45663,0,1,5152925466532,32356201,105,Mystery Guest #45663,0,3372,1041949604,false,true,false
46550,1,13,4934780919392,124833297,106,Mystery Guest #46550,0,230,16825850,true,true,false
46520,0,1,4905792259506,31896776,107,Mystery Guest #46520,0,3363,1004076653,false,true,false
45115,10,20,4899757982517,86571623,108,Mystery Guest #45115,0,3130,128692254,true,false,false
39564,0,20,4896094803121,155505498,109,Mystery Guest #39564,0,1871,109869895,false,true,false
39098,21,21,4822415900891,102703726,110,rando,0,3788,270286949,true,false,false
46522,28,19,4744526175880,102075981,111,Suchyy,0,3683,262901764,true,false,false
46504,1,12,4438777457779,42650458,112,Mystery Guest #46504,0,1213,172687107,true,false,false
46524,0,1,4313068024080,30408081,113,Mystery Guest #46524,0,1965,541872689,false,true,false
46547,0,7,4164494308904,84003077,114,Mystery Guest #46547,0,1196,111637435,true,true,false
46526,0,1,4039038548422,29729041,115,Mystery Guest #46526,0,3282,868576446,false,true,false
43319,3,14,3871288155421,50309361,116,Mystery Guest #43319,0,1174,125893765,true,false,false
39879,0,18,3780425248678,57258282,117,Hunfiran \uD83D\uDCAB,0,1550,139651953,true,false,false
41338,0,18,3637274902083,53854688,118,Aaaaaaaaa,5,4506,652438214,true,false,false
46528,0,1,3463166969866,27973418,119,Mystery Guest #46528,0,3264,788631998,false,true,false
1523,19,18,3419477473970,74925611,120,Dijinnu,1,1490,141515516,true,false,false
46529,0,1,3415669992557,27932964,121,Mystery Guest #46529,0,3255,777049121,false,true,false
46384,13,15,2976061841567,113931087,122,Mystery nest,0,1089,53693637,false,true,false
46351,0,9,2726061718041,80635043,123,Mystery Guest #46351,0,4551,291375409,false,true,false
46530,0,1,2661058995033,25144408,124,Mystery Guest #46530,0,3240,669997781,false,true,false
46489,3,13,2651776245683,29408583,125,Accidental multi account (Sorry!,0,847,105569831,true,false,false
41251,3,14,2651751073602,36591868,126,  tmike \uD83D\uDC41\uD83D\uDC8B\uD83D\uDC41,0,189,18954968,true,false,false
46531,0,1,2625108766233,25101726,127,Mystery Guest #46531,0,3231,660218408,false,true,false
46511,24,18,2483501119308,63963624,128,Mystery Guest #46511,0,1985,118727619,true,false,false
46532,0,1,2477556857763,24565304,129,Mystery Guest #46532,0,3222,634554164,false,true,false
46534,0,1,2184127270670,23297644,130,Mystery Guest #46534,0,3207,585729658,false,true,false
46491,0,17,1982781089002,25413176,131,Mystery Guest #46491,0,1369,128546880,true,false,false
46536,0,1,1741576860532,21073672,132,Mystery Guest #46536,0,3165,506346444,false,true,false
46545,23,19,1617667897614,100427704,133,Grmpf,0,2656,222183691,true,true,false
46539,0,1,1480780223667,19617526,134,Mystery Guest #46539,0,3072,448215080,false,true,false
46540,0,1,1447019181382,19484168,135,Mystery Guest #46540,0,3129,449217684,false,true,false
46541,0,1,1376081539488,19107197,136,Mystery Guest #46541,0,2982,415011216,false,true,false
46554,2,4,1220820676570,37490370,137,Mystery Guest #46554,0,1602,98798246,true,true,false
2344,0,1,1043011505025,16867679,138,Mystery Guest #2344,0,1836,219378801,false,true,false
46542,0,1,1040014610695,16908428,139,Mystery Guest #46542,0,3099,367777351,false,true,false
46543,0,1,1023785324946,16848337,140,Mystery Guest #46543,0,3093,362622098,false,true,false
40571,3,15,977122421821,66514337,141,Keiga,0,942,26155411,true,true,false
47,18,18,937970617021,35021614,142,DeliciousFeathers \uD83C\uDDFA\uD83C\uDDE6,0,2365,93688656,true,false,false
46544,0,1,882741280230,15787849,143,Mystery Guest #46544,0,3084,331956371,false,true,false
46324,28,1,877048019939,29782916,144,CheshireKitten,0,806,319404021,true,true,false
42962,0,1,852242035555,15589252,145,sotz,0,3054,321221503,true,true,false
46493,23,19,501795876428,29932050,146,Azrael The Reaper,0,2232,56989587,true,false,false
46144,21,20,481920483989,29083716,147,Mystery Pest,0,2925,80697316,true,false,false
46548,0,1,463770902082,11779229,148,Mystery Guest #46548,0,2664,199442088,false,true,false
46551,0,1,447965770314,11625728,149,Mystery Guest #46551,0,3009,220146099,false,true,false
46557,0,3,411411051136,19560220,150,Mystery Guest #46557,0,1712,67860497,true,true,false
46553,0,1,382824774999,10827868,151,Mystery Guest #46553,0,2814,188495590,false,true,false
46206,0,1,280039311098,9376767,152,Bruhmoment,0,2976,167732464,false,true,false
46556,0,1,239412539864,8741624,153,Mystery Guest #46556,0,2970,153408905,false,true,false
46487,30,20,233268395829,31068618,154,\uD83C\uDFF4‍☠️ Pirate Ship \uD83C\uDFF3️‍⚧️ 23,0,4596,28321772,true,false,false
46370,0,13,197780903708,12485629,155,nobody,0,2665,58546235,true,false,false
46485,1,13,197777706510,12393350,156,Mystery Guest #46485,0,239,5264076,true,false,false
46484,0,14,178728090956,12253648,157,Mystery Guest #46484,0,826,16871539,true,false,false
46482,0,11,177496534369,10126964,158,Mystery Guest #46482,0,79,1829648,true,false,false
43343,0,1,159767041891,7247996,159,\u0000\u0000\nLurk,0,2955,122396621,false,true,false
37823,16,14,155677679840,13262310,160,Lenarae,0,708,12324100,true,false,false
40959,29,21,103063277372,20559529,161,Varlane,0,3422,36685176,true,false,false
39781,31,21,93853169460,17688966,162,Gottlieb,0,7983,224173,true,false,false
46469,0,2,76990974208,2384586,163,Mystery Guest #46469,0,613,25542316,true,false,false
45039,25,21,72961640454,13226232,164,Don Teemo,0,4143,1312373,true,false,false
38071,0,13,72958927498,7276760,165,\r\u0000 Majikujanisch \uD83C\uDDE6\uD83C\uDDF9\uD83C\uDDFA\uD83C\uDDE6,0,362,431993,true,false,false
41636,31,20,54769743998,12554598,166,\uD83D\uDC18 Heph \uD83D\uDCA6,11,40917,0,false,false,false
40847,0,11,54011156335,5131787,167,░▒▓█  Turd Ferguson █▓▒░ (quit),3,884,13033392,true,false,false
2970,24,19,54009127726,11000839,168,Tettvial,0,1197,5839243,true,false,false
46558,0,1,49990499653,4188280,169,Mystery Guest #46558,0,2937,64865681,false,true,false
46559,0,1,43519339479,3931821,170,Mystery Guest #46559,0,2931,59903745,false,true,false
2546,20,18,23623832686,7103938,171,Myst,0,1581,9029370,true,false,false
1802,11,18,23418126001,9289764,172,Sophie,5,13901,557424,true,false,false
46023,24,18,21239568516,6969290,173,aga,3,8323,44569498,true,false,false
46560,0,1,18809861539,2672216,174,Mystery Guest #46560,0,2925,37792973,false,true,false
37916,0,18,18121540011,5166408,175,Gianteater Ant \uD83D\uDC1C,3,994,5925912,true,false,false
46146,27,20,16481953460,6913227,176,ev,0,859,5301921,true,false,false
37334,21,18,16390293491,5549255,177,SaxyLady - \uD83C\uDFB7\uD83C\uDFB6\uD83C\uDF99️,2,1784,9438540,true,false,false
42379,30,21,16387977896,7722299,178,Logiar,2,3416,5376072,true,false,false
38743,0,8,16387674852,2706073,179,balazamon0 taking break until UI,5,788,4514949,false,false,false
46465,16,17,15960329570,4998544,180,The man of b,0,430,2197679,true,false,false
40882,12,18,15589142195,4669365,181,To the \uD83C\uDF11,3,2393,13957195,true,false,false
2213,27,18,13453247361,5868598,182,eta / Pancakes \uD83E\uDD5E,2,3885,623096,true,false,false
38992,0,14,13243955047,2826633,183,Broken Mouse,0,2363,24113452,true,false,false
41484,23,19,13243282624,5425904,184,Mys T. Guest,0,1381,6545808,true,false,false
40360,26,18,12315395063,4798209,185,Ladders,0,578,2640190,true,false,false
20901,1,9,12312607721,2156675,186,Thingy,4,860,8472886,true,false,false
42221,20,18,12311251397,4400561,187,\uD83C\uDDF9\uD83C\uDDF9 LadderMercy,4,5635,5196692,true,false,false
42786,0,10,12309428231,1969600,188,♟tuwuppy♟,0,152,1295517,true,false,false
40077,0,12,12308325505,2007193,189,Genuis,0,124,980659,true,false,false
40390,25,20,11851550922,4756755,190,Merioch,2,3874,28807341,true,false,false
43768,23,19,10573405079,4191825,191,kid walling on L3 mwahahaha,1,1311,5838777,true,false,false
44448,27,18,9256412128,4498357,192,Mystery Guest #44448,4,436,2051148,true,false,false
38709,0,16,8702198283,1831179,193,lila uwu,0,351,2684299,true,false,false
40824,28,20,8170253724,5207069,194,\uD83C\uDFB7\uD83D\uDC1B Sax Bug,0,1766,8182589,true,false,false
43459,0,17,6992107690,1470507,195,Blurple,0,990,13160,false,false,false
46561,0,1,6443066469,1615914,196,Mystery Guest #46561,0,837,6283405,false,true,false
46067,0,1,6024842601,1568589,197,FlyingPingu,0,2913,20051362,false,true,false
44956,17,17,4390383272,2240907,198,bitingback gone til next update,1,1279,4168436,true,false,false
36813,6,19,4151710030,2875978,199,Medo \uD83C\uDF46,0,348,1859134,true,false,false
41722,0,1,3187518742,1163139,200,Punf,0,2886,13838680,true,true,false
37772,0,15,2976760995,1264548,201,Orns,2,464,1479725,true,false,false
6969,23,19,2975805272,3082860,202,Lynn | \uD83C\uDDFA\uD83C\uDDE6,0,436,99162,true,false,false
30,0,16,2973161307,1212366,203,Lynz,6,621,0,false,false,false
46454,23,18,2919276598,2093929,204,tep,0,485,235228,false,false,false
46265,17,19,2855748093,1699190,205,mino,1,1025,245033,false,false,false
44340,3,16,1850427570,1110117,206,whine,0,264,667869,true,false,false
41068,20,18,1850007713,1698109,207,Boozle,8,704,124870,true,false,false
3694,21,17,1848359353,1584976,208,skwub\uD83E\uDDFC✨ (retired),2,766,1686118,true,false,false
20887,17,15,1837113346,1354678,209,General Consensus,2,124,389753,true,false,false
43978,0,10,1700934116,675512,210,MobileChecker,3,330,1196306,false,false,false
46296,1,18,1664513126,1010274,211,Grapes is,1,921,3187416,true,false,false
40558,24,19,1663840475,1787921,212,Sample,0,772,1262211,true,false,false
41894,21,18,1548023547,1464020,213,SOBEX (easily pingable),5,161,747477,true,false,false
4,15,16,1262022477,1178456,214,Kali | \uD83C\uDDFA\uD83C\uDDE6,2,421,1497325,true,false,false
46562,0,1,1170191940,726098,215,Mystery Guest #46562,0,2902,7711643,false,true,false
46127,12,17,1119983547,1114206,216,Froggo,1,422,1104444,true,false,false
46450,1,14,1024009462,503298,217,dee,0,181,545287,true,false,false
46400,22,18,1023991010,1283757,218,Puffy3180,0,717,38695,true,false,false
1757,0,16,907693410,751896,219,MonkeyMarkMario(\uD83D\uDE49✔️\uD83D\uDC72),2,176,332871,true,false,false
3368,0,16,900462508,506916,220,Umm,0,183,458470,true,false,false
42150,12,16,888384412,938957,221,Nesyn,13,299,651230,true,false,false
41129,1,16,888175401,655831,222,RedsToad,2,123,324056,true,false,false
37846,1,17,715349548,531429,223,\uD835\uDC30\uD835\uDC22\uD835\uDC2C\uD835\uDC1E\uD835\uDC24\uD835\uDC22\uD835\uDC24,0,311,345375,false,false,false
44341,24,18,499460295,950004,224,consuela,2,242,397813,false,false,false
46268,24,16,454986258,1131137,225,BMOs Grape Archive,1,121,188860,false,false,false
40547,7,17,368442911,731786,226,dero,4,284,436778,true,false,false
46453,15,17,367353157,642617,227,Möcki,0,189,225519,true,false,false
2863,21,15,360158189,795109,228,Clu,10,308,401668,true,false,false
44492,23,18,353630073,828594,229,General Kenobi,0,150,185012,true,false,false
46435,9,16,353040290,470738,230,Tupis,0,321,501662,true,false,false
43484,19,15,352937483,862636,231,Celer,8,117,148547,false,false,false
1328,24,17,329169761,764973,232,Lurker,3,241,251791,true,false,false
38272,20,17,328461333,710116,233,\uD835\uDCD0ldoran,0,92,156680,true,false,false
43301,24,17,327920781,811159,234,\rGeneral  General Consensus,0,247,262189,false,false,false
38102,9,13,302322138,380820,235,Bender,13,95,189651,true,false,false
2361,22,17,301951926,611566,236,LetoTheSpy,0,139,159371,true,false,false
41176,20,16,301401334,574734,237,Oligor,1,284,425565,true,false,false
46447,19,17,301356491,484165,238,\uD83D\uDC1C\uD83D\uDC1C\uD83D\uDC1C,0,122,175229,true,false,false
38589,22,18,301343408,590121,239,RoyBatty | \uD83C\uDDFA\uD83C\uDDE6,3,113,192057,true,false,false
44898,22,14,300778150,490014,240,Lukenzo is graping,2,86,63069,false,false,false
44803,23,16,131085065,489662,241,snas,0,240,264895,false,false,false
39127,10,16,128204566,327582,242,blid,4,155,135843,false,false,false
37644,24,17,116474459,441646,243,Space \uD83C\uDDFA\uD83C\uDDE6 Dandy,4,1,52462,true,false,false
40770,23,14,114165132,373660,244,Ponchan,4,996623,120213,false,false,false

ladder 2
accountId,bias,multiplier,points,power,rank,username,timesAsshole,grapes,vinegar,autoPromote,growing,you
46522,0,10,2597074470248,20177493,1,Suchyy,0,12065,1956274505,true,false,false
36813,0,4,2172289889074,11947263,2,Medo \uD83C\uDF46,0,6733,1606084938,false,true,false
40077,0,3,1853364220504,11232563,3,Genuis,0,5035,1148705563,false,true,false
46465,0,2,1507703914830,5259571,4,The man of b,0,7487,1597152971,false,true,false
41251,5,9,1440897498949,26352459,5,  tmike \uD83D\uDC41\uD83D\uDC8B\uD83D\uDC41,0,10123,2418207020,true,true,false
47,0,1,1370685776595,5760497,6,DeliciousFeathers \uD83C\uDDFA\uD83C\uDDE6,0,6991,2613465964,false,true,false
46493,0,1,1353059721921,5214656,7,Azrael The Reaper,0,8778,3382329304,false,true,false
37823,0,1,1313591905939,5229936,8,Lenarae,0,7536,3123366580,false,true,false
44492,0,15,1308164399000,45881081,9,General Kenobi,0,4815,154358227,false,true,false
46484,0,1,1303689729982,5150073,10,Mystery Guest #46484,0,6592,2678173049,false,true,false
46370,0,1,1301883888127,5120247,11,nobody,0,6358,2611852872,false,true,false
46485,0,1,1301737172158,5140278,12,Mystery Guest #46485,0,1658,672404320,false,true,false
46482,0,1,1299165490877,5182706,13,Mystery Guest #46482,0,5245,2128310949,false,true,false
46469,0,1,1284208846604,5443583,14,Mystery Guest #46469,0,3013,1321043171,false,true,false
46144,19,14,1192619632720,32448266,15,Mystery Pest,0,15519,760949159,true,false,false
46491,0,1,1184664598858,6286307,16,Mystery Guest #46491,0,7831,2576482466,false,true,false
263,0,4,1141129463526,15246084,17,Aqualxx,1,6105,751538066,true,true,false
46489,0,1,1124964152931,6568293,18,Accidental multi account (Sorry!,0,7201,2166433441,false,true,false
46511,0,1,1122780877226,6388182,19,Mystery Guest #46511,0,8411,2593130330,false,true,false
1523,0,1,1001264251523,6492036,20,Dijinnu,1,7808,2163691135,false,true,false
43319,0,1,991509665511,6846979,21,Mystery Guest #43319,0,6748,1768622021,false,true,false
39879,0,1,986866354515,6818098,22,Hunfiran \uD83D\uDCAB,0,7799,2061062387,false,true,false
41338,0,1,985234043139,6649488,23,Aaaaaaaaa,5,10788,3363557632,false,true,false
46504,0,1,907821293257,6830296,24,Mystery Guest #46504,0,7393,1842937915,false,true,false
46453,0,15,859852292321,35486502,25,Möcki,0,5553,163389489,false,true,false
45115,0,1,859160487628,6902537,26,Mystery Guest #45115,0,9214,2081827511,false,true,false
39098,0,1,856051389848,6835466,27,rando,0,9905,2393804045,false,true,false
46500,0,1,751285076200,6682671,28,Mystery Guest #46500,0,4978,1011703625,false,true,false
38743,1,15,553753409056,23124035,29,balazamon0 taking break until UI,5,7196,339588172,true,false,false
46487,17,11,388555985110,15671162,30,\uD83C\uDFF4‍☠️ Pirate Ship \uD83C\uDFF3️‍⚧️ 23,0,17318,306343616,true,false,false
20901,4,11,361453848642,10405819,31,Thingy,4,9068,656837029,true,false,false
46525,0,1,334400306606,4891499,32,Mystery Guest #46525,0,8264,1322514924,false,true,false
42630,0,1,308632458371,4794389,33,Idiot,0,7003,969462537,false,true,false
40847,0,9,253340789260,6643136,34,░▒▓█  Turd Ferguson █▓▒░ (quit),3,5189,448463521,true,false,false
42786,7,7,253334714995,7375231,35,♟tuwuppy♟,0,4761,233074482,true,false,false
43659,23,14,218171591143,27546178,36,Zylvin,0,33041,933131017,true,true,false
44340,1,11,179483581244,5920336,37,whine,0,5305,178740738,true,false,false
46450,12,10,179478029765,8808669,38,dee,0,3491,120046653,true,false,false
40959,20,12,176079887062,13186538,39,Varlane,0,11878,195972743,true,false,false
46533,0,1,114603247037,3178663,40,demonblessing,0,5653,1048089669,false,true,false
2970,9,9,79643487709,5210243,41,Tettvial,0,3528,173105632,true,false,false
39781,19,12,73041964414,7574673,42,Gottlieb,0,24642,329036757,true,false,false
46454,0,14,55814548473,5594674,43,tep,0,3742,740,false,false,false
46023,21,12,33037940608,7861900,44,aga,3,26526,784839004,true,false,false
41636,22,11,31552645183,8650902,45,\uD83D\uDC18 Heph \uD83D\uDCA6,11,60288,1525245006,true,false,false
45039,4,11,31550739785,3954726,46,Don Teemo,0,5953,103643144,true,false,false
1802,0,8,31547958734,2925459,47,Sophie,5,51744,724877164,true,false,false
38709,0,9,31345381596,3140878,48,lila uwu,0,1863,130399,true,false,false
38071,0,10,30891978681,3194890,49,\r\u0000 Majikujanisch \uD83C\uDDE6\uD83C\uDDF9\uD83C\uDDFA\uD83C\uDDE6,0,1332,4995752,true,false,false
46146,0,1,29977704457,928212,50,ev,0,3307,0,false,false,false
37916,15,11,21931608795,4193607,51,Gianteater Ant \uD83D\uDC1C,3,6268,128879363,true,false,false
2546,0,9,21928526659,2531989,52,Myst,0,2981,498984,true,false,false
40360,19,12,21926087922,6011995,53,Ladders,0,5286,17687137,true,false,false
42221,0,3,21923942322,1033637,54,\uD83C\uDDF9\uD83C\uDDF9 LadderMercy,4,8216,268035575,true,false,false
37772,18,12,21923585367,4579207,55,Orns,2,9882,117512273,true,false,false
3368,17,11,18039517155,3597246,56,Umm,0,2703,4199699,true,false,false
43768,16,12,18037032641,3544850,57,kid walling on L3 mwahahaha,1,5669,109858204,true,false,false
38992,0,10,18035527263,1933630,58,Broken Mouse,0,5695,66236333,true,false,false
42379,14,11,10440337984,2570809,59,Logiar,2,7005,8391133,true,false,false
44898,0,13,7127032315,3390880,60,Lukenzo is graping,2,735,1451956,false,false,false
37334,13,11,5700360644,2089418,61,SaxyLady - \uD83C\uDFB7\uD83C\uDFB6\uD83C\uDF99️,2,2601,1055858,true,false,false
40882,12,11,5448613914,1982056,62,To the \uD83C\uDF11,3,3706,40543267,true,false,false
41484,12,11,4904418343,2260547,63,Mys T. Guest,0,8623,69910644,true,false,false
44448,11,10,4613249484,1685664,64,Mystery Guest #44448,4,4422,39659492,true,false,false
2213,15,9,4612353806,1717577,65,eta / Pancakes \uD83E\uDD5E,2,5767,0,true,false,false
40390,7,11,4392746880,2450310,66,Merioch,2,8468,96397397,true,false,false
1757,0,11,2946953158,1154531,67,MonkeyMarkMario(\uD83D\uDE49✔️\uD83D\uDC72),2,966,10268769,true,false,false
46265,15,11,2575113938,1547600,68,mino,1,5793,4587672,true,false,false
